;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXd1725A8825.U;17/04/2025;C-EU;18825;209.5;216.3;323.135;0.5596;0.0008;0.7431;-389.977;63.389;2;;;;/NDXp1725A8825.U;17/04/2025;P-EU;18825;181.8;185.7;326.291;-0.4456;0.0008;-0.6172;-365.373;63.381
;;/NDXd1725A8850.U;17/04/2025;C-EU;18850;197.4;201;319.618;0.5401;0.0008;0.7177;-390.193;63.458;2;;;;/NDXp1725A8850.U;17/04/2025;P-EU;18850;189.5;193.7;322.718;-0.4657;0.0008;-0.6452;-366.837;63.452
;;/NDXd1725A8875.U;17/04/2025;C-EU;18875;185.6;189.3;316.645;0.514;0.0008;0.6834;-389.722;63.523;2;;;;/NDXp1725A8875.U;17/04/2025;P-EU;18875;200.1;204.4;319.755;-0.4858;0.0008;-0.6733;-367.622;63.522
;;/NDXd1725A8900.U;17/04/2025;C-EU;18900;170.5;174.3;314.214;0.4939;0.0008;0.657;-385.256;63.593;2;;;;/NDXp1725A8900.U;17/04/2025;P-EU;18900;213.8;217.7;317.336;-0.5063;0.0008;-0.7019;-362.267;63.594
;;/NDXd1725A8925.U;17/04/2025;C-EU;18925;158.9;162.7;312.457;0.4731;0.0008;0.6299;-376.701;63.665;2;;;;/NDXp1725A8925.U;17/04/2025;P-EU;18925;226.7;230.2;315.523;-0.5273;0.0008;-0.7312;-355.155;63.667
;;/NDXd1725A8950.U;17/04/2025;C-EU;18950;146.5;150.1;311.239;0.4522;0.0008;0.6024;-371.449;63.738;2;;;;/NDXp1725A8950.U;17/04/2025;P-EU;18950;235.9;240.3;314.249;-0.5487;0.0008;-0.7611;-348.625;63.741
;;/NDXd1725A8975.U;17/04/2025;C-EU;18975;135;138.2;308.491;0.4307;0.0008;0.5741;-364.837;63.813;2;;;;/NDXp1725A8975.U;17/04/2025;P-EU;18975;247.8;258.8;311.765;-0.5702;0.0008;-0.7913;-343.455;63.816
;;/NDXd1725A9000.U;17/04/2025;C-EU;19000;122;125.4;30.466;0.4094;0.0008;0.546;-360.459;63.887;2;;;;/NDXp1725A9000.U;17/04/2025;P-EU;19000;265.9;269.7;307.873;-0.5925;0.0008;-0.8223;-336.926;63.892
;;/NDXd1725A9025.U;17/04/2025;C-EU;19025;113.2;116.4;301.343;0.388;0.0008;0.5178;-352.648;59.043;2;;;;/NDXp1725A9025.U;17/04/2025;P-EU;19025;276.6;280.5;304.712;-0.6126;0.0009;-0.8502;-315.465;59.066
;;/NDXd1725A9050.U;17/04/2025;C-EU;19050;102.3;105.7;298.898;0.3666;0.0008;0.4895;-339.574;59.116;2;;;;/NDXp1725A9050.U;17/04/2025;P-EU;19050;289.5;297.3;304.585;-0.6367;0.0009;-0.8838;-298.999;59.148
;;/NDXd1725A9075.U;17/04/2025;C-EU;19075;91.5;94.6;297.035;0.3514;0.0008;0.4697;-330.188;59.193;2;;;;/NDXp1725A9075.U;17/04/2025;P-EU;19075;307.8;316.2;300.859;-0.6597;0.0009;-0.9161;-28.749;59.227
;;/NDXd1725A9100.U;17/04/2025;C-EU;19100;84.1;87;295.894;0.3242;0.0008;0.4333;-318.497;59.262;2;;;;/NDXp1725A9100.U;17/04/2025;P-EU;19100;320.4;330.2;296.998;-0.6817;0.0008;-0.9471;-279.024;59.303
;;/NDXd1725A9125.U;17/04/2025;C-EU;19125;75.8;78.5;293.334;0.3031;0.0008;0.4054;-309.255;59.334;2;;;;/NDXp1725A9125.U;17/04/2025;P-EU;19125;329.3;355.2;296.585;-0.7011;0.0008;-0.9752;-284.341;59.348
;;/NDXd1725A9150.U;17/04/2025;C-EU;19150;68.2;70.7;289.659;0.2828;0.0008;0.3784;-297.475;50.608;2;;;;/NDXp1725A9150.U;17/04/2025;P-EU;19150;345.4;375;294.018;-0.726;0.0008;-10.097;-254.313;50.656
;;/NDXd1725A9175.U;17/04/2025;C-EU;19175;60;62.7;286.749;0.2624;0.0007;0.3513;-280.713;50.677;2;;;;/NDXp1725A9175.U;17/04/2025;P-EU;19175;369;395.6;283.052;-0.7537;0.0008;-10.482;-228.486;5.075
;;/NDXd1725A9200.U;17/04/2025;C-EU;19200;53.3;55.9;28.477;0.2432;0.0007;0.3257;-267.258;50.743;2;;;;/NDXp1725A9200.U;17/04/2025;P-EU;19200;378.2;411;290.163;-0.7677;0.0007;-10.689;-226.094;50.799
;;/NDXd1725A9225.U;17/04/2025;C-EU;19225;48.5;50.7;28.355;0.2285;0.0007;0.3063;-255.598;50.815;2;;;;/NDXp1725A9225.U;17/04/2025;P-EU;19225;398.2;431.8;288.535;-0.7924;0.0007;-11.036;-207.312;50.884
;;/NDXd1725A9250.U;17/04/2025;C-EU;19250;42;44.4;283.171;0.2057;0.0007;0.2757;-242.791;50.872;2;;;;/NDXp1725A9250.U;17/04/2025;P-EU;19250;419.5;455.6;288.168;-0.813;0.0007;-11.329;-189.036;40.047
;;/NDXd1725A9275.U;17/04/2025;C-EU;19275;38.1;40.2;279.613;0.1923;0.0006;0.258;-229.396;4.003;2;;;;/NDXp1725A9275.U;17/04/2025;P-EU;19275;434.6;470.7;286.733;-0.8294;0.0006;-11.567;-175.825;40.104
;;/NDXd1725A9300.U;17/04/2025;C-EU;19300;33.4;35.2;276.979;0.1723;0.0006;0.2311;-211.797;40.082;2;;;;/NDXp1725A9300.U;17/04/2025;P-EU;19300;460.2;496.3;283.262;-0.8574;0.0006;-11.959;-147.001;40.202
;;/NDXd1725A9325.U;17/04/2025;C-EU;19325;29.1;31.2;275.094;0.1565;0.0006;0.21;-197.634;40.136;2;;;;/NDXp1725A9325.U;17/04/2025;P-EU;19325;470.4;522.7;28.171;-0.8757;0.0006;-12.223;-130.109;29.165
;;/NDXd1725A9350.U;17/04/2025;C-EU;19350;26;27.9;274.274;0.1444;0.0005;0.1939;-186.147;40.194;2;;;;/NDXp1725A9350.U;17/04/2025;P-EU;19350;497.6;533.6;280.481;-0.8861;0.0005;-12.381;-121.578;29.201
;;/NDXd1725A9375.U;17/04/2025;C-EU;19375;22.6;24.3;274.197;0.1298;0.0005;0.1744;-173.756;29.144;2;;;;/NDXp1725A9375.U;17/04/2025;P-EU;19375;524.5;560.6;280.525;-0.9109;0.0005;-12.731;-92.838;29.291
;;/NDXd1725A9400.U;17/04/2025;C-EU;19400;19.9;21.7;272.998;0.1164;0.0005;0.1564;-160.238;29.177;2;;;;/NDXp1725A9400.U;17/04/2025;P-EU;19400;546.8;582.9;281.311;-0.8947;0.0005;-12.534;-124.162;29.215
;;/NDXd1725A9425.U;17/04/2025;C-EU;19425;17.5;19.1;270.587;0.105;0.0004;0.141;-147.655;29.217;2;;;;/NDXp1725A9425.U;17/04/2025;P-EU;19425;557.1;621.6;279.076;-0.9416;0.0004;-13.179;-57.735;19.629
;;/NDXd1725A9450.U;17/04/2025;C-EU;19450;15.5;16.9;269.202;0.0953;0.0004;0.1282;-13.626;29.262;2;;;;/NDXp1725A9450.U;17/04/2025;P-EU;19450;578.7;637.2;277.565;-0.9174;0.0004;-12.873;-99.832;29.305
;;/NDXd1725A9475.U;17/04/2025;C-EU;19475;13.7;15.2;268.693;0.0852;0.0004;0.1145;-127.794;29.285;2;;;;/NDXp1725A9475.U;17/04/2025;P-EU;19475;601.4;664;277.222;-0.97;0.0002;-13.598;-2.25;12.123
;;/NDXd1725A9500.U;17/04/2025;C-EU;19500;12;13.3;268.911;0.0768;0.0003;0.1033;-118.869;19.545;2;;;;/NDXp1725A9500.U;17/04/2025;P-EU;19500;627;683.5;277.317;-0.9148;0.0004;-12.876;-115.552;29.287
;;/NDXd1725A9525.U;17/04/2025;C-EU;19525;10.6;12;270.144;0.0688;0.0003;0.0925;-10.658;19.581;2;;;;/NDXp1725A9525.U;17/04/2025;P-EU;19525;649.4;707;278.282;-0.9762;0.0002;-13.717;-17.004;12.139
;;/NDXd1725A9550.U;17/04/2025;C-EU;19550;9.4;10.7;267.967;0.0622;0.0003;0.0837;-98.534;19.604;2;;;;/NDXp1725A9550.U;17/04/2025;P-EU;19550;673.2;730.7;280.116;-0.9583;0.0002;-13.494;-4.709;12.063
;;/NDXd1725A9575.U;17/04/2025;C-EU;19575;8.3;9.6;267.236;0.056;0.0003;0.0752;-92.088;19.617;2;;;;/NDXp1725A9575.U;17/04/2025;P-EU;19575;697.6;754.5;279.291;-0.9715;0.0002;-1.369;-26.761;12.112
;;/NDXd1725A9600.U;17/04/2025;C-EU;19600;7.4;8.6;267.157;0.0501;0.0002;0.0674;-85.033;19.637;2;;;;/NDXp1725A9600.U;17/04/2025;P-EU;19600;721;778.5;279.027;-0.9776;0.0002;-13.791;-18.312;0.6827
;;/NDXd1725A9625.U;17/04/2025;C-EU;19625;6.6;7.7;267.944;0.0454;0.0002;0.0611;-7.902;19.662;2;;;;/NDXp1725A9625.U;17/04/2025;P-EU;19625;748.5;809.6;28.332;-0.9604;0.0002;-13.574;-41.356;12.134
;;/NDXd1725A9650.U;17/04/2025;C-EU;19650;6;7;269.378;0.041;0.0002;0.0552;-72.554;12.065;2;;;;/NDXp1725A9650.U;17/04/2025;P-EU;19650;768.3;834.4;287.171;-0.9815;0.0001;-13.879;-14.712;0.6826
;;/NDXd1725A9675.U;17/04/2025;C-EU;19675;5.3;6.4;271.241;0.0372;0.0002;0.0501;-67.015;12.078;2;;;;/NDXp1725A9675.U;17/04/2025;P-EU;19675;790.8;851.2;340.782;-0.9734;0.0002;-13.785;-23.998;12.181
;;/NDXd1725A9700.U;17/04/2025;C-EU;19700;4.8;5.9;270.872;0.0339;0.0002;0.0456;-62.874;12.085;2;;;;/NDXp1725A9700.U;17/04/2025;P-EU;19700;818.9;880;335.735;-0.9802;0.0001;-13.896;-13.733;0.6872
;;/NDXd1725A9725.U;17/04/2025;C-EU;19725;4.3;5.4;270.928;0.0311;0.0002;0.0418;-5.903;12.095;2;;;;/NDXp1725A9725.U;17/04/2025;P-EU;19725;839.4;909.9;338.584;-0.9793;0.0001;-13.903;-17.826;0.6854
;;/NDXd1725A9750.U;17/04/2025;C-EU;19750;3.9;4.9;271.334;0.0278;0.0001;0.0375;-5.379;12.111;2;;;;/NDXp1725A9750.U;17/04/2025;P-EU;19750;863.9;934.4;341.948;-0.9981;0;-14.175;14.733;0.0731
;;/NDXd1725A9775.U;17/04/2025;C-EU;19775;3.5;4.6;272.793;0.026;0.0001;0.0349;-51.641;12.118;2;;;;/NDXp1725A9775.U;17/04/2025;P-EU;19775;888;972.5;319.735;-0.9802;0.0001;-1.395;-18.263;0.6856
;;/NDXd1725A9800.U;17/04/2025;C-EU;19800;3.2;4.2;274.248;0.0238;0.0001;0.032;-49.194;12.122;2;;;;/NDXp1725A9800.U;17/04/2025;P-EU;19800;912.6;983.7;28.986;-0.9932;0;-14.144;0.5552;0.3566
;;/NDXd1725A9825.U;17/04/2025;C-EU;19825;2.9;3.9;276.402;0.0213;0.0001;0.0286;-44.194;0.6829;2;;;;/NDXp1725A9825.U;17/04/2025;P-EU;19825;936.3;1008.4;291.375;-0.9944;0;-14.178;0.7385;0.357
;;/NDXd1725A9850.U;17/04/2025;C-EU;19850;2.6;3.6;278.901;0.0198;0.0001;0.0267;-41.963;0.6834;2;;;;/NDXp1725A9850.U;17/04/2025;P-EU;19850;955.3;1027.4;298.152;-0.9976;0;-1.424;13.438;0.1692
;;/NDXd1725A9875.U;17/04/2025;C-EU;19875;2.35;3.4;281.476;0.0182;0;0.0245;-39.199;0.684;2;;;;/NDXp1725A9875.U;17/04/2025;P-EU;19875;980;1051.1;296.849;-0.9964;0;-14.241;10.929;0.1686
;;/NDXd1725A9900.U;17/04/2025;C-EU;19900;2.2;3.2;28.157;0.0171;0;0.023;-37.819;0.6842;2;;;;/NDXp1725A9900.U;17/04/2025;P-EU;19900;1004.8;1076.9;303.962;-0.9964;0;-14.259;1.081;0.1686
;;/NDXd1725A9925.U;17/04/2025;C-EU;19925;2;2.95;282.285;0.0154;0;0.0207;-34.469;0.6851;2;;;;/NDXp1725A9925.U;17/04/2025;P-EU;19925;1007.7;1138.5;311.065;-0.9819;0;-14.082;-21.114;0.6857
;;/NDXd1725A9950.U;17/04/2025;C-EU;19950;1.75;2.75;283.618;0.0146;0;0.0196;-33.622;0.6852;2;;;;/NDXp1725A9950.U;17/04/2025;P-EU;19950;1059.9;1130.8;315.006;-0.9836;0;-14.123;-18.137;0.6863
;;/NDXd1725A9975.U;17/04/2025;C-EU;19975;1.65;2.6;286.187;0.013;0;0.0175;-30.539;0.686;2;;;;/NDXp1725A9975.U;17/04/2025;P-EU;19975;1057.4;1181.4;31.824;-0.9852;0;-14.163;-15.161;0.6869
;;/NDXd1725B0000.U;17/04/2025;C-EU;20000;1.5;2.45;287.823;0.0124;0;0.0167;-29.957;0.6861;2;;;;/NDXp1725B0000.U;17/04/2025;P-EU;20000;1109.8;1181.9;32.287;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0100.U;17/04/2025;C-EU;20100;1;1.95;29.835;0.009;0;0.0121;-22.911;0.3547;2;;;;/NDXp1725B0100.U;17/04/2025;P-EU;20100;1203.5;1274.6;33.99;-0.988;0;-1.429;-11.995;0.6883
;;/NDXd1725B0200.U;17/04/2025;C-EU;20200;0.7;1.65;305.362;0.0068;0;0.0091;-18.569;0.3556;2;;;;/NDXp1725B0200.U;17/04/2025;P-EU;20200;1269.7;1410.3;343.665;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0300.U;17/04/2025;C-EU;20300;0.45;1.4;314.462;0.0053;0;0.0071;-15.541;0.3563;2;;;;/NDXp1725B0300.U;17/04/2025;P-EU;20300;1372.6;1514.1;368.401;-0.9975;0;-14.562;11.565;0.1688
;;/NDXd1725B0400.U;17/04/2025;C-EU;20400;0.3;1.25;32.588;0.0044;0;0.0059;-13.784;0.168;2;;;;/NDXp1725B0400.U;17/04/2025;P-EU;20400;1470.9;1615;384.374;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0500.U;17/04/2025;C-EU;20500;0.15;0.6;336.821;0.0023;0;0.0031;-0.7508;0.1687;2;;;;/NDXp1725B0500.U;17/04/2025;P-EU;20500;1566.4;1710.5;399.646;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0600.U;17/04/2025;C-EU;20600;0.1;1.05;345.504;0.0031;0;0.0042;-1.078;0.1688;2;;;;/NDXp1725B0600.U;17/04/2025;P-EU;20600;1672;1816.1;416.062;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0700.U;17/04/2025;C-EU;20700;0.25;1;356.642;0.0032;0;0.0043;-11.676;0.1689;2;;;;/NDXp1725B0700.U;17/04/2025;P-EU;20700;1766.1;1909.7;419.968;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0800.U;17/04/2025;C-EU;20800;0;0.95;36.897;0.0024;0;0.0033;-0.937;0.1694;2;;;;/NDXp1725B0800.U;17/04/2025;P-EU;20800;1866;2009.6;432.611;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B0900.U;17/04/2025;C-EU;20900;0;0.9;382.481;0.0023;0;0.0031;-0.949;0.1695;2;;;;/NDXp1725B0900.U;17/04/2025;P-EU;20900;1965.9;2109.5;44.637;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1000.U;17/04/2025;C-EU;21000;0.05;0.85;397.169;0.0021;0;0.0028;-0.8682;0.1705;2;;;;/NDXp1725B1000.U;17/04/2025;P-EU;21000;2071.6;2215.7;478.977;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1100.U;17/04/2025;C-EU;21100;0;0.85;411.784;0.0019;0;0.0026;-0.8288;0.0732;2;;;;/NDXp1725B1100.U;17/04/2025;P-EU;21100;2165.7;2308.8;493.734;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1200.U;17/04/2025;C-EU;21200;0;0.85;42.757;0.0019;0;0.0026;-0.9313;0.0729;2;;;;/NDXp1725B1200.U;17/04/2025;P-EU;21200;2269.6;2413.7;49.075;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1300.U;17/04/2025;C-EU;21300;0.05;0.8;439.846;0.0026;0;0.0034;-12.694;0.1703;2;;;;/NDXp1725B1300.U;17/04/2025;P-EU;21300;2371.4;2515.5;525.376;-0.9991;0;-15.302;15.396;0.0733
;;/NDXd1725B1400.U;17/04/2025;C-EU;21400;0;0.8;451.287;0.0017;0;0.0023;-0.8897;0.0732;2;;;;/NDXp1725B1400.U;17/04/2025;P-EU;21400;2471.3;2615.4;541.081;-0.982;0;-15.146;-71.927;0.7026
;;/NDXd1725B1500.U;17/04/2025;C-EU;21500;0;0.05;465.555;0.0017;0;0.0023;-0.8928;0.0733;2;;;;/NDXp1725B1500.U;17/04/2025;P-EU;21500;2565.4;2709;537.977;-0.9853;0;-15.262;-5.736;0.7044
;;/NDXd1725B1600.U;17/04/2025;C-EU;21600;0;0.8;479.756;0.0016;0;0.0021;-0.8482;0.0735;2;;;;/NDXp1725B1600.U;17/04/2025;P-EU;21600;2671.1;2815.2;572.265;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1700.U;17/04/2025;C-EU;21700;0;0.8;493.889;0.0015;0;0.002;-0.8512;0.0736;2;;;;/NDXp1725B1700.U;17/04/2025;P-EU;21700;2771.1;2915.2;569.086;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1800.U;17/04/2025;C-EU;21800;0;0.8;507.956;0.0015;0;0.002;-0.8542;0.0738;2;;;;/NDXp1725B1800.U;17/04/2025;P-EU;21800;2865.1;3009.2;605.481;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B1900.U;17/04/2025;C-EU;21900;0;0.8;521.956;0.0014;0;0.0019;-0.8572;0.0739;2;;;;/NDXp1725B1900.U;17/04/2025;P-EU;21900;2965.1;3108.3;62.081;-0.993;0;-15.653;-20.498;0.3666
;;/NDXd1725B2000.U;17/04/2025;C-EU;22000;0.05;0.75;535.892;0.0015;0;0.002;-0.9079;0.0741;2;;;;/NDXp1725B2000.U;17/04/2025;P-EU;22000;3070.9;3215;636.068;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2100.U;17/04/2025;C-EU;22100;0;0.75;546.908;0.0014;0;0.0018;-0.8633;0.0742;2;;;;/NDXp1725B2100.U;17/04/2025;P-EU;22100;3168.9;3313;626.471;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2200.U;17/04/2025;C-EU;22200;0;0.75;560.721;0.0013;0;0.0018;-0.8663;0.0744;2;;;;/NDXp1725B2200.U;17/04/2025;P-EU;22200;3264.8;3408.5;643.558;-0.9966;0;-15.917;-0.0147;0.1739
;;/NDXd1725B2300.U;17/04/2025;C-EU;22300;0;0.75;574.471;0.0012;0;0.0016;-0.8217;0.0745;2;;;;/NDXp1725B2300.U;17/04/2025;P-EU;22300;3370.6;3514.7;655.674;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2400.U;17/04/2025;C-EU;22400;0;0.75;588.159;0.0012;0;0.0016;-0.8247;0.0747;2;;;;/NDXp1725B2400.U;17/04/2025;P-EU;22400;3470.5;3614.6;667.733;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2500.U;17/04/2025;C-EU;22500;0;0.75;601.785;0.0012;0;0.0016;-0.8262;0.0749;2;;;;/NDXp1725B2500.U;17/04/2025;P-EU;22500;3570.5;3714.6;679.737;-0.9971;0;-16.139;0.1617;0.1749
;;/NDXd1725B2600.U;17/04/2025;C-EU;22600;0;0.75;61.535;0.0012;0;0.0015;-0.8308;0.075;2;;;;/NDXp1725B2600.U;17/04/2025;P-EU;22600;3664.6;3807.8;696.551;-0.9946;0;-16.178;-1.712;0.3719
;;/NDXd1725B2700.U;17/04/2025;C-EU;22700;0;0.75;628.854;0.0011;0;0.0015;-0.8338;0.0751;2;;;;/NDXp1725B2700.U;17/04/2025;P-EU;22700;3763.1;3907.6;708.436;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2800.U;17/04/2025;C-EU;22800;0;0.75;642.298;0.0011;0;0.0015;-0.8368;0.0752;2;;;;/NDXp1725B2800.U;17/04/2025;P-EU;22800;3863.4;4007.6;720.266;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B2900.U;17/04/2025;C-EU;22900;0;0.75;620.092;0.0011;0;0.0015;-0.8398;0.0754;2;;;;/NDXp1725B2900.U;17/04/2025;P-EU;22900;3963;4107.4;732.044;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B3000.U;17/04/2025;C-EU;23000;0;0.75;66.901;0.0011;0;0.0014;-0.8429;0.0755;2;;;;/NDXp1725B3000.U;17/04/2025;P-EU;23000;4063.3;4207.5;746.182;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B3200.U;17/04/2025;C-EU;23200;0;0.7;695.488;0.001;0;0.0014;-0.8489;0.0758;2;;;;/NDXp1725B3200.U;17/04/2025;P-EU;23200;4269.7;4414.3;771.868;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B3400.U;17/04/2025;C-EU;23400;0;0.7;721.738;0.0009;0;0.0013;-0.8073;0.0761;2;;;;/NDXp1725B3400.U;17/04/2025;P-EU;23400;4462.6;4607.3;835.652;-0.9776;0;-1.653;-177.192;0.7311
;;/NDXd1725B3500.U;17/04/2025;C-EU;23500;0;0.7;734.779;0.0009;0;0.0012;-0.8103;0.0763;2;;;;/NDXp1725B3500.U;17/04/2025;P-EU;23500;4569.5;4714.2;84.942;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B3600.U;17/04/2025;C-EU;23600;0;0.7;747.764;0.0009;0;0.0012;-0.8133;0.0764;2;;;;/NDXp1725B3600.U;17/04/2025;P-EU;23600;4662.9;4807.6;860.743;-0.9963;0;-16.919;-0.9177;0.1786
;;/NDXd1725B3800.U;17/04/2025;C-EU;23800;0;0.7;773.569;0.0009;0;0.0012;-0.8193;0.0767;2;;;;/NDXp1725B3800.U;17/04/2025;P-EU;23800;4862.8;5007.5;885.619;-0.9906;0;-16.988;-6.29;0.3808
;;/NDXd1725B4000.U;17/04/2025;C-EU;24000;0;0.7;796.403;0.0009;0;0.0011;-0.8254;0.077;2;;;;/NDXp1725B4000.U;17/04/2025;P-EU;24000;5069.2;5213.9;910.286;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B4200.U;17/04/2025;C-EU;24200;0;0.7;821.788;0.0008;0;0.0011;-0.8314;0.0773;2;;;;/NDXp1725B4200.U;17/04/2025;P-EU;24200;5269;5413.7;897.022;-0.999;0;-17.386;13.928;0.0776
;;/NDXd1725B4400.U;17/04/2025;C-EU;24400;0;0.7;846.965;0.0008;0;0.0011;-0.8374;0.0776;2;;;;/NDXp1725B4400.U;17/04/2025;P-EU;24400;5465.8;5607.1;959.002;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B4500.U;17/04/2025;C-EU;24500;0;0.7;859.476;0.0008;0;0.0011;-0.8388;0.0302;2;;;;/NDXp1725B4500.U;17/04/2025;P-EU;24500;5562.3;5706.6;972.228;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B4600.U;17/04/2025;C-EU;24600;0;0.7;836.534;0.0008;0;0.0011;-0.891;0.0779;2;;;;/NDXp1725B4600.U;17/04/2025;P-EU;24600;5662.3;5807;933.539;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B4800.U;17/04/2025;C-EU;24800;0;0.7;896.704;0.0007;0;0.001;-0.7853;0.0304;2;;;;/NDXp1725B4800.U;17/04/2025;P-EU;24800;5862.1;6006.8;951.248;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B5000.U;17/04/2025;C-EU;25000;0;0.7;921.273;0.0008;0;0.001;-0.8433;0.0305;2;;;;/NDXp1725B5000.U;17/04/2025;P-EU;25000;6068.5;6213.2;96.34;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B5500.U;17/04/2025;C-EU;25500;0;0.7;971.905;0.0007;0;0.0009;-0.7916;0.0308;2;;;;/NDXp1725B5500.U;17/04/2025;P-EU;25500;6568.2;6712.9;1.014.786;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B6000.U;17/04/2025;C-EU;26000;0;0.7;102.629;0.0006;0;0.0008;-0.7961;0.0311;2;;;;/NDXp1725B6000.U;17/04/2025;P-EU;26000;7055.5;7214;1.054.542;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B6500.U;17/04/2025;C-EU;26500;0;0.7;1.079.641;0.0006;0;0.0007;-0.7444;0.0314;2;;;;/NDXp1725B6500.U;17/04/2025;P-EU;26500;7567.6;7712.3;1.183.052;-0.9937;0;-18.971;-58.839;0.4004
;;/NDXd1725B7000.U;17/04/2025;C-EU;27000;0;0.7;1.125.295;0.0006;0;0.0008;-0.8613;0.0317;2;;;;/NDXp1725B7000.U;17/04/2025;P-EU;27000;8064.2;8205.1;1.074.662;-0.9941;0;-19.335;-57.627;0.404
;;/NDXd1725B7500.U;17/04/2025;C-EU;27500;0;0.7;1.176.753;0.0005;0;0.0007;-0.7534;0.032;2;;;;/NDXp1725B7500.U;17/04/2025;P-EU;27500;8560.5;8705.2;1.010.421;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B8000.U;17/04/2025;C-EU;28000;0;0.7;1.227.288;0.0005;0;0.0007;-0.7579;0.0322;2;;;;/NDXp1725B8000.U;17/04/2025;P-EU;28000;9066.7;9211.4;1.798.144;-0.9944;0;-20.059;-58.667;0.1935
;;/NDXd1725B8500.U;17/04/2025;C-EU;28500;0;0.7;1.276.933;0.0005;0;0.0006;-0.7623;0.0325;2;;;;/NDXp1725B8500.U;17/04/2025;P-EU;28500;9566.4;9711.1;1.866.062;-0.9988;0;-20.476;11.012;0.0838
;;/NDXd1725B9000.U;17/04/2025;C-EU;29000;0;0.05;1.325.719;0;0;0;-0.0818;0.0037;2;;;;/NDXp1725B9000.U;17/04/2025;P-EU;29000;10063;10203.8;1.933.337;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725B9500.U;17/04/2025;C-EU;29500;0;0.05;1.367.248;0;0;0;-0.0821;0.0037;2;;;;/NDXp1725B9500.U;17/04/2025;P-EU;29500;10565.8;10710.4;199.895;NULL;NULL;NULL;NULL;NULL
;;/NDXd1725C0000.U;17/04/2025;C-EU;30000;0;0.05;1.199.408;0;0;0;-0.0824;0.0037;2;;;;/NDXp1725C0000.U;17/04/2025;P-EU;30000;11062.3;11203.2;2.056.117;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625A2500.U;16/05/2025;C-EU;12500;6326;6470.5;65.983;0.976;0;103.816;-43.832;31.714;31;;;;/NDXq1625A2500.U;16/05/2025;P-EU;12500;12;13.9;636.044;-0.0108;0;-0.1889;-15.775;17.723
;;/NDXe1625A2600.U;16/05/2025;C-EU;12600;6234.1;6378.6;65.347;0.9753;0;10.456;-44.332;31.839;31;;;;/NDXq1625A2600.U;16/05/2025;P-EU;12600;12.7;14.6;630.009;-0.0115;0;-0.1998;-16.384;17.794
;;/NDXe1625A2700.U;16/05/2025;C-EU;12700;6128.3;6272.8;647.441;0.9758;0;105.516;-42.974;31.951;31;;;;/NDXq1625A2700.U;16/05/2025;P-EU;12700;13.5;15.4;624.578;-0.0122;0;-0.2126;-17.125;17.866
;;/NDXe1625A2800.U;16/05/2025;C-EU;12800;6036.5;6181;641.738;0.9762;0;106.465;-41.721;32.061;31;;;;/NDXq1625A2800.U;16/05/2025;P-EU;12800;14.3;16.2;618.919;-0.013;0;-0.226;-1.791;17.939
